event_id,사건명,사건유형,시기,시기근거,관련조직,상위사건,근거절,보조출전,근거수준,비고,참여자메모,지역구분,시기구분,관련조직_미매핑,시기구획
E084,대구 면화시작장 설치,설립,1906,추정,O089,,65-5,,회고록단독,스기타 데이치 대구 방문(1906 늦여름) 전후 혼다 박사의 실지 시찰 결과 대구에 설치. 설치 시점 명시 없어 1906년 전후로 추정(가미야 도요나리 전언 기반 서술).,혼다 고스케(수원모범장장·실지 시찰),대구,시기내,수원모범장,민단 제도화기(1906~07)
E085,안동·선산 일본인회 설치 논의 불인가,청원,1906~1910,추정,O073,,108-2,,회고록단독,설치 논의를 이사관이 시기상조로 불인가. 시기는 이사청 시대(1906~1910) 서술로 연도 특정 불가(문맥상 1909 전후),안동·선산 일본인;이사관,경북관내,시기내,일본인회(안동·선산),민단 제도화기(1906~07)
E086,대구우편국 역전 신축 이전,조직개편,1906-06-28,본문서술,O080,,48-1,,회고록단독,역 앞(현 경북물산진열장 앞쪽) 신축 청사로 이전 | 상위사건 후보(미확정): 대구 우편기관 정비 연쇄,,대구,시기내,,민단 제도화기(1906~07)
E087,대구 시내전화 개통,설립,1906-07-01,본문서술,O080,,48-3,,회고록단독,"신청 백 건 미만(관공서 포함)·가와이 115번 가입·400호 규모로는 이례적·유형은 ""개통""을 설립(기관·설비 개설)로 처리",가와이 아사오,대구,시기내,,민단 제도화기(1906~07)
E088,박중양 대구군수 겸 관찰사 서리 임명,선거·임명,1906-07,본문서술,O074,,47-3;49-1,,회고록단독,"이토 추천으로 대구군수 등용·관찰사 결원에 전임 미임명 양해 하에 관찰사 서리 겸임·49-1 ""1906년 7월 임관""으로 확정",박중양;이토 히로부미,대구,시기내,,민단 제도화기(1906~07)
E089,대구이사청 설치 공포와 개청식,설립,1906-08~1906-09,본문서술,O073;O072,,51-1~51-2,『대구민단사』 p.24,교차확인,1906.8 통감부령 공포·부이사관 오카모토와 속관 3명 임명·9.15 선화당에서 개청식(내빈 300여 명·소학교 학생 참가)·축사 박중양·가게야마·다도코로·답사 오카모토,오카모토 리헤;다카시마 고하치;오다 센;다키하라 기타로;박중양;가게야마 히데키;다도코로 유키에,대구,시기내,,민단 제도화기(1906~07)
E090,거류민단법 실시 전보 공표,의례,1906-09-15,본문서술,O072;O003,E089,51-2,『대구민단사』 p.28,교차확인,"개청식 연회 중 통감부발 ""1906.11.1 대구에 거류민단법 실시"" 전보 도착·오카모토가 내빈에게 공표",오카모토 리헤,대구,시기내,,민단 제도화기(1906~07)
E091,대구실업신보 개제와 경영권 이전,창간·경영이전,1906-09-15,본문서술,O030,,51-3,,회고록단독,제209호부터 『대구일일신문』으로 개제·마키노는 사카모토에게 경영 일임 후 퇴진,마키노 슈;사카모토 준,대구,시기내,,민단 제도화기(1906~07)
E092,민단 설립위원 임명,선거·임명,1906-09-20,본문서술,O004,,53-1,,회고록단독,"부이사관이 설립위원장 가게야마·회계위원 도쿠라와 설립위원 12명 임명(위원 명단은 기록 없음)·""이후 20일""=9월 20일",오카모토 리헤;가게야마 히데키;도쿠라 소로쿠,대구,시기내,,민단 제도화기(1906~07)
E093,민단법 실시와 대리민장 임명,선거·임명,1906-11-01,본문서술,O003,,53-3,『대구민단사』 p.28,교차확인,민단법 예정대로 실시·당일 이사관 직권으로 대리민장 가게야마·대리조역 겸 회계 도쿠라 임명,가게야마 히데키;도쿠라 소로쿠;오카모토 리헤,대구,시기내,,민단 제도화기(1906~07)
E094,대구 성벽 파괴 감행과 정부 불인가,집단운동·대회,1906-11,본문서술,O074,,47-3;51-2;54-4;55-1~55-2;3-1,,회고록단독,그해(1906) 11월 하순 박중양 독단으로 부산 고용 인부 60여 명 동원·하룻밤 새 극비 파괴 결행·정부는 불인가 명령·오카모토 부이사관 조력(51-2)·명의상 작업자는 이토 모토타로(원유형 철거 강행) | [1-039 병합] 직을 걸고 철거 감행·성벽 자리 도로화; 행정 단행 성격(통제 유형 내 근사 분류); 상세 국면은 55장 전후(2구간) 서술 예정,박중양;이와세 시즈카;나카에 고로헤;이토 모토타로;사이토 요시조;오카모토 리헤;박중양(대구 군수 겸 관찰사 서리·단행),대구,시기내,,민단 제도화기(1906~07)
E095,대구도로위원회 설치·제1회 위원회(성벽파괴 청부 결의),회의·결의,1906-11-15~1906-11-18,본문서술,O005;O003,E098,55-3,,회고록단독,"11월 15일 무렵 위원회 규정 제정·위원 12명 위촉, 11월 18일 제1회 회의. 연도(1906)는 12월 민회의원 선거 직전 문맥으로 확정(후보의 '불명' 수정). 안건 3건 중 역전 도로폭 6칸 결정, 성벽파괴 청부안은 남문위원 3인 퇴장 명령 후 결의. | [2-064 병합] 11.15 무렵 대리민장이 규정 제정·4개 문별 위원 12명 위촉·11.18 제1회 위원회(도로 개통·역전 도로폭 6칸 결정·성벽 파괴 청부 건은 남문위원 3명 퇴장 명령 후 결의) | [J-13/R-09 재분류 2026-07-23] 유형 '회의·결의'(구: 중재·교섭)",가게야마 히데키(대리민장);가와이 아사오(남문위원);세노 히사타로(남문위원);마스다 도라타(남문위원);이와세 시즈카;나카에 고로헤이;도쿠라 소로쿠;오구라 다케노스케;요시다 주이치로;오쿠보 다사부로;마치다 규고;요시다 사시치;가미모리 겐자부로;이토 모토타로(청부 명의인);가게야마 히데키;나카에 고로헤;마스다 도라타;가와이 아사오;세노 히사타로,대구,시기내,,민단 제도화기(1906~07)
E096,이토 모토타로 청부 이관 거부·남문위원 항의 방문,중재·교섭,1906-11,추정,O005;O003,E098,56-2~56-3,,회고록단독,"11.18 결의 직후. 이토가 결의일에 부산행, 특사 설득으로 귀환 후에도 파괴작업 이관을 완강히 거부해 결의 유린. 남문위원 3인이 동본정 가게야마 자택 방문·추궁.",이토 모토타로;가게야마 히데키;가와이 아사오;마스다 도라타;세노 히사타로,대구,시기내,,민단 제도화기(1906~07)
E097,『대구일일신문』 개제,창간·경영이전,1906-11,본문서술,O030,,70-2,,회고록단독,"마키노가 경영을 맡으며 재개제. 경영자 사카모토 준은 4개월 만인 1907-02 북문 밖 대화재 관련 퇴한처분으로 대구를 떠나 신문 재중단(개인 처분은 별건 등재 제외, 본 비고에 기록).",마키노 슈(사주);사카모토 준(경영자),대구,시기내,,민단 제도화기(1906~07)
E098,대구 성벽 파괴와 시가도로 개통,조직개편,1906-11~1909,본문서술,,,50-2~50-3;55-1~57-2,,회고록단독,상위 사건: 파괴 감행·불인가·재교섭·공사·십자로 개통의 연쇄를 묶는 캠페인 레코드,,대구,시기내,,민단 제도화기(1906~07)
E099,대구일본인상업회의소 설립 인가·창립위원 임명,설립,1906-12-07,본문서술,O007;O073,,57-3,『대구민단사』 pp.186~187,교차확인,"설립 인가와 동시에 창립위원 13명 임명, 위원 호선으로 쓰치야를 위원장 추대.",오카모토 리헤이(부이사관·임명);쓰치야 히코타로(창립위원장);오키타 스테지로(창립위원·임시 사무주임);고미야 히코지(임시 사무원);이와세 시즈카;나카자와 덴노스케;이노 히데스케;나카에 고로헤이;이즈미 스에지;와타나베 히스루;가미모리 겐자부로;마스다 도라타;가미야 도요나리;야스마쓰 구마키치;스기하라 신키치,대구,시기내,,민단 제도화기(1906~07)
E100,대구일보 창간과 발행 중지,창간·경영이전,1906-12,본문서술,O035,,27-1,,회고록단독,본문 '1906년 12월경' 16면 일간지 제1호 발행; 제2호 '반신불수의 일한협약' 사설(반이토)로 즉시 발행 중지·재기 못함,샤쿠오 슌조(기획); 시노하라 가나메(회계); 이나모토 신신(경영·자금),대구,시기내,,민단 제도화기(1906~07)
E101,유곽지 인가 저지·견제 운동(연말 인가 지령),청원,1906-12,본문서술,O003;O073,E237,60-4,,회고록단독,"반대파의 부이사관 상대 인가 저지·견제 운동은 무위, 그해(1906) 종무식 날 인가 지령. 56-1의 '1906년 말 유곽지 지정' 서술과 동일 국면(중복 후보 '유곽지 지정'은 본 건 등으로 통합·제외).",가와이 아사오(반대파);오카모토 리헤이(부이사관·대상),대구,시기내,,민단 제도화기(1906~07)
E102,일본적십자사 한국특별위원부지부(대구) 창립·임원 구성,설립,1906-12~1907-02,본문서술,,,72-3,,회고록단독,1906-12 창립(회원 30명·사무소 이사청 내)·1907-01 위원장·부위원장 위촉·1907-02 협찬위원 20명 구성,나카오지 마사오;오카모토 리헤;가게야마 히데키;협찬위원 20명,대구,시기내,일본적십자사 한국특별위원부지부(대구),민단 제도화기(1906~07)
E103,민회의원 잇단 사임,조직개편,1906-12~1907-12,본문서술,O003,,82-4,,회고록단독,초선 12명 중 10명 임기 중 사임(완주는 사카이 만지로·마스다 도라타뿐)·보선 거듭·니시모토는 당선 불수락 | [J-16 연동] 근거절 재부여(82-4→82-3) | [J-25] 목차 엑셀 정본에 따른 82장 4절 복원에 따른 근거절 재부여,니시모토 민조;나카자와 덴노스케;이와세 시즈카;가와이 아사오;미카지리 다케사부로;나카에 고로헤;스다 산페이;시모다 고키치;기도 다다지로;스기하라 신키치,대구,시기내,,민단 제도화기(1906~07)
E104,제1회 민회의원 선거,선거·임명,1906-12-21,본문서술,O003,,57-2;58-1~59-1,,회고록단독,"정수 12·반수연기명투표. 11월 하순 이와세파 공인후보 12명 발표, 12월 15일경 반대후보 6명 출마, 18~20일 호별 방문전. 공인후보 중 이노우에만 낙선, 반대파는 가와이만 당선. 니시모토는 당선 불수락. 본문 '후지이 만지로'=사카이 만지로(개명, 병합맵). 후보 근거절의 57-3은 회의소 건으로 분리(3-009).",가게야마 히데키(대리민장);이와세 시즈카(당선);사카이 만지로(당선);스다 산페이(당선);나카에 고로헤이(당선);시모다 고키치(당선);기도 다다지로(당선);마스다 도라타(당선);나카자와 덴노스케(당선);니시모토 민조(당선·불수락);미카지리 다케사부로(당선);스기하라 신키치(당선);가와이 아사오(당선);이노우에 다쓰지로(낙선);와타나베 히스루(낙선);아오키 시게노부(낙선),대구,시기내,,민단 제도화기(1906~07)
E105,거류민단 민회 제1회 회의(의장·민장·조역 선출),선거·임명,1906-12-24,본문서술,O003,,59-2~59-3,,회고록단독,"의원 11명 출석, 방청 20여 명. 유곽지 설정 안건은 가와이 극력 반대로 즉결 무산, 사흘 연기·후보지 실지 답사 결정(가와이·마스다는 선정위원 거절).",나카에 고로헤이(의장 당선);가게야마 히데키(민장 당선);도쿠라 소로쿠(조역 겸 회계역 당선);가와이 아사오;마스다 도라타;기도 다다지로;시모다 고키치,대구,시기내,,민단 제도화기(1906~07)
E106,민회 재개·유곽지 결의와 3인 동반 사퇴,회의·결의,1906-12-27,본문서술,O003,E237,60-3,,회고록단독,3개 후보지 답사 후 제1후보지(의안 예정지)로 결정. 나카자와의 별실 무마·3인 협의 끝에 이해관계 논란 속 결의 전 3인 사표 제출. 민단 약 7천 평 유곽지 매수(재원 충당) 결정 | [J-13/R-09 재분류 2026-07-23] 유형 '회의·결의'(구: 중재·교섭),가와이 아사오(사퇴);이와세 시즈카(사퇴);나카자와 덴노스케(중재·사퇴);마스다 도라타,대구,시기내,,민단 제도화기(1906~07)
E107,야마토 신년 연회,의례,1907-01-05,본문서술,,,61-3,,회고록단독,"북문 밖 요정 야마토, 참석 5, 60명. 연도는 61~62장의 1907년 문맥으로 확정. 와타나베 우조 휘호·샤쿠오 비평 응수 일화 수록. 본문 '샤쿠오(釋尾)'=샤쿠오 슌조(인물명단 대표 표기).",이와세 시즈카;와타나베 우조(서예가);샤쿠오 슌조,대구,시기내,,민단 제도화기(1906~07)
E108,다나카 여관 2차 술자리 충돌(나카자와 중재),중재·교섭,1907-01-05,본문서술,,,62-1;62-3,,회고록단독,"신년 연회 당일 밤 신축 중 다나카 여관에서 신발 사건으로 이와세-가와이 정면충돌·폭행, 나카자와 중재로 수습. 유곽지 문제의 앙금이 배경. 코딩북 2.1 경계 사례(유력자 중재가 개입한 분쟁)로 등재.",가와이 아사오(당사자);이와세 시즈카(당사자);나카자와 덴노스케(중재);나카에 고로헤이;도쿠라 소로쿠;사이토(성만 표기),대구,시기내,,민단 제도화기(1906~07)
E109,석유창고 낙성식,의례,1907-01,본문서술,O014,,38-1,,회고록단독,"대구 최초 벽돌건물(현 전매국 뒤) 낙성식 성황·""박 대구군수""=박중양·부산 측 인사 내참",오카모토 리헤;박중양;우치야마 요네타로;요시카와 가메키치;이나타 나카지,대구,시기내,,민단 제도화기(1906~07)
E110,역전 우편국 신축·순사 파출소 설치,설립,1907-01,본문서술,O080,,72-1,,회고록단독,파출소 설치 1907-01 말·우편국 신축 시점은 그 이전(명시 없음),,대구,시기내,순사 파출소(역전),민단 제도화기(1906~07)
E111,민회의원 제1회 보궐선거,선거·임명,1907-01-20,본문서술,O003,,63-1~63-2,,회고록단독,"사퇴 4명 보궐. 양파 협조로 후보 4인 추천, 결과 정원 12명 최초 충원(추천 4인 전원 당선으로 읽히나 개별 명시는 와타나베뿐). 후보표의 '마스다·와타나베가 의석'은 저자 동지 2인의 의석 확보 서술로 판독(마스다는 기존 의원) — 수정 기록.",야스마쓰 구마키치(후보);사이토 요시조(후보);와타나베 히스루(후보·당선);오구라 다케노스케(후보);니시모토 민조(사퇴자);가와이 아사오(사퇴자);이와세 시즈카(사퇴자);나카자와 덴노스케(사퇴자),대구,시기내,,민단 제도화기(1906~07)
E112,상업회의소 제1회 의원선거·임원 선출,선거·임명,1907-01-22,본문서술,O007,,64-1,『대구민단사』 pp.186~187,교차확인,민회의원 선거 못지않은 격심한 경쟁. 반대파 와타나베·가와이도 당선. 특별의원은 평의원 호선 규정.,쓰치야 히코타로(선거위원장·특별의원);이즈미 스에지(선거위원·특별의원);오구라 다케노스케(선거위원);이와세 시즈카(당선·회장);아오키 시게노부(당선·부회장);나카자와 덴노스케(당선·상치위원);오노 미네지로(당선·상치위원);와카바야시 세이스케(당선·상치위원);가와이 아사오(당선·상치위원);와타나베 히스루(당선);나카에 고로헤이(당선);야스마쓰 구마키치(당선);다무라 도미조(당선);기무라 다케타로(당선);이노우에 다쓰지로(당선),대구,시기내,,민단 제도화기(1906~07)
E113,이와세파 당선축하회,의례,1907-01-22,본문서술,,,64-1,,회고록단독,선거 당일 밤 야마토에서 개최. 익명 연설자의 '가와이가 당선된 것은 천추의 한' 발언.,이와세 시즈카,대구,시기내,,민단 제도화기(1906~07)
E114,마쓰시타 법무보좌관 착임,선거·임명,1907-01-26,본문서술,,,63-3;64-5,,회고록단독,"전 후쿠오카 시장, 한국 법제개혁 담당 법무보좌관으로 대구 부임. 후일 2대 대구지방재판소장. 64-5에 신설 관서 책임자 3인의 잇단 착임 서술.",마쓰시타 나오미,대구,시기내,,민단 제도화기(1906~07)
E115,민회 성벽 터 도로개수비 차관·묘지규칙 결의,회의·결의,1907-01-28,본문서술,O003;O012,,64-2,,회고록단독,민회 결의. 성벽 터 도로 정리개수비 5천 원을 제일은행 차관으로 결의. 거류민단 묘지규칙 결정 — 화장장·묘지는 덕산정 대휴사 아래 벽돌공장 부근 설치. 56-3의 '채권 발행 5천원' 서술과 재원 방식 상이(병기) | [J-13/R-09 재분류 2026-07-23] 유형 '회의·결의'(구: 중재·교섭),,대구,시기내,,민단 제도화기(1906~07)
E116,대구측후소 설치,설립,1907-02-01,본문서술,O085,,72-1,,회고록단독,칙령 제7호 농상공부 측후소 관제(인천·경성·평양·대구 4개소)·초대 소장 하치야 겐 1908-04까지 근무,하치야 겐,대구,시기내,,민단 제도화기(1906~07)
E117,민단성립 축하회 겸 신임 관리 3인 환영회,의례,1907-02-10,본문서술,O003,,64-5,,회고록단독,선전조칙 발포 제3주년 당일 개최. 다음 해(1908)부터 민단 성립일 11월 1일을 '민단 데이'로 제정. 가와카미 한자 川崎(64-5)/川上(66-1) 혼기 — 대표 표기 가와카미 쓰네오.,마쓰시타 나오미;가와카미 쓰네오;나카오지 마사오,대구,시기내,,민단 제도화기(1906~07)
E118,유곽지 대지조례 제정 고시,회의·결의,1907-02,본문서술,O003,E237,60-4,,회고록단독,민단의 대지(貸地) 조례 제정·고시(규정 제정 — 유형 근사 분류). 차지 희망자가 없어 실효 없음 | [J-13/R-09 재분류 2026-07-23] 유형 '회의·결의'(구: 조직개편),,대구,시기내,,민단 제도화기(1906~07)
E119,후쿠오카 현인회 조직·제1회 현인회(마쓰시타 환영회),설립,1907-02,본문서술,O050,,63-3,,회고록단독,"마쓰시타 착임 후 조직, 회원 약 80명. 환영회를 겸한 제1회 개최(의례 겸).",마스다 도라타(주선);마쓰시타 나오미(환영 대상),대구,시기내,,민단 제도화기(1906~07)
E120,북문 밖 대화재,재난·사고,1907-02,본문서술,,,65-1~65-2,,회고록단독,"음력 정월 2일(본문 '2월 10일 전후') 오전 10시경 다무라 오복점 실화(하인 취사 불 부주의). 다나카 여관·다다야 여관 등 전소·반소 60여 채, 오후 2시 지나 진화. 수동 펌프뿐인 소방설비로 대응 불능(1904년 이래 대화재). 5구간의 1908년 북문 밖 화재(민단사무소 소실, 판정 확정 사항)와는 별건.",,대구,시기내,대구농산시장(소실),민단 제도화기(1906~07)
E121,동서 소방조 합병(대구소방조 성립),조직개편,1907-03,본문서술,O060;O003;O061;O059,,35-2,,회고록단독,서부소방의 민단 기부 신청 수리로 동서 합병·대구소방조의 시초,,대구,시기내,,민단 제도화기(1906~07)
E122,달성공원 기성회 조직,설립,1907-03,본문서술,O062;O007,,68-1~68-2,,회고록단독,"상업회의소 설립 직후 조직, 사무소는 회의소 내 병치. 한·일인 불문 회원조직(회비 1원·복권 증정). 부회장 서병오·간사 이석진 등 조선인 임원 참여.",이와세 시즈카(회장);서병오(부회장);나카에 고로헤이(간사);오구라 다케노스케(간사);쓰치야 히코타로(간사);니시모토 민조(간사);이석진(간사);이노우에 소노스케(사무장);고미야 히코지(서기),대구,시기내,,민단 제도화기(1906~07)
E123,이충구 경북관찰사 부임,선거·임명,1907-03,본문서술,O074,,71-2,,회고록단독,박중양은 관찰사 서리 겸직 해제 후 대구군수 전임,이충구;박중양,대구,시기내,,민단 제도화기(1906~07)
E124,니시키좌 개업·권상장 설치,설립,1907-03~1907-04,본문서술,O110;O109,,72-1;64-4;68-1,,회고록단독,"니시키좌 3월 개장·권상장은 그 직후 설치(부근민 무진계 공동 출자·R-08 등재 확정)·위층은 요세 | [3-029 병합] 대구 최초의 극장, 금정 마쓰마에 석조창고 자리. 1919년까지 12년간 대구 유일의 민중 오락장. 개인 경영이나 공공 오락장 기능으로 등재(판정례 R-08). | 니시키좌 영업 개시 1907-04, 권상장 1907-03경",니시야마 쓰루키치;부근민(무진계);나카무라 기이치(경영),대구,시기내,무진계,민단 제도화기(1906~07)
E125,대구소학교 신축 완공·이전,설립,1907-03,본문서술,O003;O038,,72-2;30-3,,회고록단독,3월 2일 신교사 이전·교실 5개·교원 5명·학생 145명(신축 이전이나 유형은 '설립'으로 분류) | [1-032 병합] 1907-03 완공(건축비 9천3백원)·1907-12 문부성 해외지정학교 인정; 낙성·인정 성격(통제 유형 내 근사 분류) | 문부성 해외지정(1907-12)은 별도 사건으로 분리,마에다 아쓰시;히와타시 세이에이;니시야마 쓰네;시타가와 하루;모리야 다쓰조;(개인 미상),대구,시기내,대구소학교(대구심상고등소학교);문부성,민단 제도화기(1906~07)
E126,애국부인회 대구지부 창립,설립,1907-03,추정,,,72-3,,회고록단독,본문은 적십자사와 동시(1906-12) 창립 서술이나 확정 판정(1907-03) 적용·원 후보 1건을 2건으로 분리,,대구,시기내,애국부인회 지부(대구),민단 제도화기(1906~07)
E127,달성공원 기성회 제1회 복권 추첨회,집단운동·대회,1907-04-12,본문서술,O062,,68-3,,회고록단독,"달성공원에서 개최, 한·일인 관중 약 5,000명. 복권 4천 장(회비 1원)으로 4,000원 모금(경품 지급 후 1,800원 이상 잔액). 여흥으로 소년 경주·격검 시합, 추첨은 오후 5시경. | 상위사건 후보(미확정): 달성공원 조성(기성회)",오옥경(1등 당첨);김백여(2등);야마시타 사카에(2등);다카마쓰 요시에(3등);손문옥(3등);스에자와 요이치(3등);박성초(3등);우에다 리키마쓰(3등),대구,시기내,,민단 제도화기(1906~07)
E128,이충구 관찰사 취임 피로연,의례,1907-04-12,본문서술,O074;O073,,73-1,,회고록단독,요리점 '야마토' 개최·한국 지방관 취임 인사의 새 형식,이충구;나카오지 마사오;한일 관민 80명,대구,시기내,,민단 제도화기(1906~07)
E129,오카무라 역장 초량 전임,선거·임명,1907-04-13,본문서술,O082,,73-2,,회고록단독,대구역장 2년여 근무 후 초량 운수사무소 발령(4월 13일 부임),오카무라 마사오,대구,시기내,초량 운수사무소,민단 제도화기(1906~07)
E130,대구일일신문사 사옥 퇴거·이전 분쟁,중재·교섭,1907-04~1907-05,본문서술,O030,,70-2,,회고록단독,"사옥(오구라 저택 부지 내 관유건물)의 토지·건물을 오구라가 매입하여 신문사 퇴거. 마키노-오구라·이와세 불화의 발단, 이후 지면의 이와세 공격 일관.",마키노 슈(당사자);오구라 다케노스케(당사자),대구,시기내,,민단 제도화기(1906~07)
E131,대구유치원 개원,설립,1907-04,본문서술,O042;O054,,72-2;79-3,『대구민단사』 p.110,교차확인,대구부인회 계획으로 설립·소학교 교실 차용 출발·후일 경비난으로 한때 폐쇄,나카무라 헤이시로 부인(보모),대구,시기내,,민단 제도화기(1906~07)
E132,제51연대 군기제,의례,1907-04-15,본문서술,O094,,73-6,,회고록단독,군기 배수 3주년 기념 축전·여흥 연극 공연,,대구,시기내,,민단 제도화기(1906~07)
E133,이다 경시 전임·나가타니 경시 부임,선거·임명,1907-05,본문서술,O078,,73-7,,회고록단독,이다는 수원 전임·나가타니 5월 중순 부임,이다 아키라;나가타니 다카시,대구,시기내,,민단 제도화기(1906~07)
E135,정토종 포교소 이전·교사 신축,조직개편,1907,본문서술,O043;O039,,29-4,,회고록단독,팔운정 현 위치로 이전·30여 평 교사 신축; 야학은 한일병합 시까지 운영; 후보 분리 기입(2/2),사토 겐쇼(경영),대구,시기내,,민단 제도화기(1906~07)
E136,달성공원 기성회 결성·식목,설립,1907,본문서술,O062,,13-3,,회고록단독,1만여 원으로 단풍·벚·소나무 등 약 6만 그루 식목; 3인은 공원 보존·미화 공로자로 언급(결성 경위 상세는 68장·3구간),미와 조테쓰(공로자); 이와세 시즈카(공로자); 야스마쓰 구마키치(공로자),대구,시기내,,민단 제도화기(1906~07)
E137,석빙고 파괴와 기념비 이전,중재·교섭,1907,본문서술,O085,E098,50-2,,회고록단독,1907년 성벽 파괴와 함께 석빙고(덕산정) 철거·후쿠나가의 보존 건의 불수용·와다 박사와 상의해 영세불망비를 측후소로 이전(원유형 철거·보존 교섭),후쿠나가 도쿠지로;와다 유지,대구,시기내,인천 관측소,민단 제도화기(1906~07)
E138,대구농회 조직,설립,1907,추정,O019,,53-3,,회고록단독,"소학교 신축(1907.3) 후 ""얼마 되지 않아"" 조직으로 1907년 추정·회장 나카하라·평의원 5명·""야기 마쓰다로""=야기 마쓰타로(36-2)",나카하라 후사이치;스다 산페이;야마다 시게루;요시다 주이치로;나가에 후쿠조;야기 마쓰타로,대구,시기내,,민단 제도화기(1906~07)
E139,성벽 철거 공사 속행·민단 도로공사 착수,회의·결의,1907,본문서술,O003;O073,E098,56-3,,회고록단독,"공공사업 시행. 부역 징발로 공사 촉진했으나 1907년에도 도로 미개통. 민단이 5천 원으로 도로공사 착수, 성벽 흙으로 유곽예정지 매립. 재원은 56-3 '채권 발행', 64-2 '제일은행 차관'으로 서술 상이(3-026의 1.28 민회 결의 참조). 3문·장대·망경루 철거 병행 | [J-13/R-09 재분류 2026-07-23] 유형 '회의·결의'(구: 설립)",이토 모토타로;오카모토 리헤이(부이사관),대구,시기내,,민단 제도화기(1906~07)
E140,성벽파괴 재교섭·인가 지령,중재·교섭,1907,본문서술,O072;O074;O073,E098,64-2,,회고록단독,"전년도(1906) 말 불인가된 사업을 통감부가 한국 정부와 직접 교섭, 정부 굴복으로 인가 지령. 1907년 초(1.28 민회 서술 직전 문맥). 인가 후 박중양·오카모토 협력으로 파괴공사 착착 진행.",박중양;오카모토 리헤이(부이사관),대구,시기내,,민단 제도화기(1906~07)
E141,민단 철도용지 전대안 철도국 승인,중재·교섭,1907,추정,O003,,63-2,,회고록단독,"보궐선거 서술 직후 문맥. 철도용지 차입·전대안을 철도국이 승인, 연간 약 2천 원 재원 확보. 가게야마 민장의 공로로 서술.",가게야마 히데키(민장),대구,시기내,철도국,민단 제도화기(1906~07)
E142,행정관 사법권 철폐·재판소 설치 이전,조직개편,1907~1908,추정,O074,,63-3,,회고록단독,"마쓰시타 착임(1907-01) 이후 행정관 겸무 사법권 철폐, 법무관 지휘하 한국 재판소 판사가 재판. 지방재판소·공소원 설치·선화당 서쪽 이전은 1908년 재판소 개청(93장, 4구간)으로 이어지는 경과 개관 서술이라 구간 기입.",마쓰시타 나오미,대구,시기내,대구지방재판소·공소원,민단 제도화기(1906~07)
E143,상업회의소 서기장 선임(이노우에 채용),선거·임명,1907,추정,O007,,64-2,,회고록단독,"회의소 성립 직후 문맥. 오키타의 서기장 운동 좌절이 이와세-오키타 반목의 발단. 이노우에는 부산회의소 서기에서 이직(구노에게 경원시된 좌천으로 서술), 후일 회의소·이와세에 큰 손실.",이노우에 소노스케(채용);오키타 스테지로(서기장 운동 실패);구노 주키치(부산회의소 서기장),대구,시기내,부산상업회의소,민단 제도화기(1906~07)
E144,남한연초주식회사 설립,설립,1907-06,본문서술,O017,,66-2,,회고록단독,"자본금 3만 원, 궐련 제조 개시. 제1회 결산 1,372원 17전 6리 손실, 결손 지속으로 해산(해산 시기 명시 없음 — 마에노소노 1909·오이시 1910 개업 이후). 본문 '후쿠치 요시사쿠'=후쿠치 기사쿠(병합맵).",이와세 시즈카(사장이사);후쿠치 기사쿠(상무이사);나카하라 후사이치(이사);시부사와 슈조(이사);미와 야키치(이사);야마다 야헤이지(감사);스다 산페이(감사);모리모토 마사타로(지배인),대구,시기내,,민단 제도화기(1906~07)
E145,국채보상회 결성·단연 모금 운동,집단운동·대회,1907,추정,O029;O006,,67-1,,회고록단독,"시의소 주도로 결성. 기업공채 500만 원 상환 취지의 단연·1인 월 20전 갹출 운동, 약 7만 원 모금 후 양 모의 유용으로 좌초. 담뱃대를 부러뜨리는 진풍경 서술. 시기는 공채 발행 이듬해·시의소 존속기 문맥상 1907. '날조' 등 폄하는 저자 논평으로 분리.",양 모(모금 유용),대구,시기내,,민단 제도화기(1906~07)
E146,공원 묘목 매수 교섭·식수,중재·교섭,1907,추정,O062,,69-1,,회고록단독,"1907년 이른 봄(기성회 초창기 문맥). 고베의 농사회사가 보낸 수취인 없는 묘목 6만 그루를 회사 대표와 교섭해 300~400원에 기성회가 매수·식수, 미와 파견 추가 매입 등 2,000여 원. 회사명은 저자 기억 불확실('가마쿠라 미요키' — 제외메모 반영). | 상위사건 후보(미확정): 달성공원 조성(기성회)",이와세 시즈카(교섭);미와 조테쓰(파견·식수 주도),대구,시기내,,민단 제도화기(1906~07)
E147,미와 조테쓰 부정 혐의 조사(무혐의),중재·교섭,1907,추정,O062,,69-3,,회고록단독,"기성회 초창기. 화훼(시모노세키 와라쿠엔) 구입 부정 혐의로 기성회가 조사위원 선출. 조사 결과 무혐의 — 자가용 묘목 80여 원 자비 구입의 오인으로 판명, 누명 해소. | 상위사건 후보(미확정): 달성공원 조성(기성회)",가와이 아사오(조사위원);미와 조테쓰(대상),대구,시기내,,민단 제도화기(1906~07)
E148,대구농공은행 지배인 경질(쓰치야→이시이),선거·임명,1907-06,본문서술,O009,,70-1,,회고록단독,'그해 6월'=1907(전후 서술로 확정). 경질을 계기로 기성회 부정 사건(3-041)이 불거짐.,쓰치야 히코타로(경질·의주 전임);이시이 미쓰오(후임 부임),대구,시기내,,민단 제도화기(1906~07)
