record_id,인물,org_id,구분,직위,원표기,시간구간,근거절,보조출전,근거수준,보조사료대조,교차확인비고,비고,시기구획,직무분류,기관계열
OH0197,이병학,O009,직위,사장,은행장,,46-2,,대구물어 단독 전거,미대조,,이석진 후임; 조선식산은행 전환까지 근무(경상농공은행 O010 시기 포함),,4 상업·경영직,경제
OH0198,이석진,O009,직위,사장,은행장,1906~,46-1;46-2,,대구물어 단독 전거,미대조,,은행장 추대; 3기 연속 재임,민단 제도화기(1906~07),4 상업·경영직,경제
OH0199,이시이 미쓰오,O009,직위,지배인,지배인,1907~1908,46-1;70-1;92-1;98-3,,대구물어 단독 전거,미대조,,재임 1년 정도 | 쓰치야 전임 후 부임 | 쓰치야 후임,민단 제도화기(1906~07),4 상업·경영직,경제
OH0200,이와세 시즈카,O009,소속,,주주,1906~,46-1,,대구물어 단독 전거,미대조,,가명 서정돈(徐正敦) 명의로 다수 보유,민단 제도화기(1906~07),,경제
OH0201,야스카와 와사부로,O010,직위,지배인,지배인,1909~,107-3,,대구물어 단독 전거,미대조,,이시이 미쓰오 후임,확장기(1908~10),4 상업·경영직,경제
OH0202,이시이 미쓰오,O010,직위,지배인,지배인,~1909,107-3,,대구물어 단독 전거,미대조,,1909-03 한성공동창고주식회사로 전출,확장기(1908~10),4 상업·경영직,경제
OH0203,고야마 시치로,O012,직위,기타,서기,1906,46-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0204,다케카와 세이지,O012,직위,지배인,지점장,1907~,92-1;98-3,,대구물어 단독 전거,미대조,,"이즈미 스에지 후임, 군산지점장에서 전임",민단 제도화기(1906~07),4 상업·경영직,경제
OH0205,오우라 다스케,O012,직위,기타,서기,1907,71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0206,이즈미 스에지,O012,직위,기타,주임,1907,71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0207,이즈미 스에지,O012,직위,지배인,주임,1906,46-2;92-1,,대구물어 단독 전거,미대조,,1907-01 부산 전임,민단 제도화기(1906~07),4 상업·경영직,경제
OH0208,가와이 아사오,O013,직위,기타,영업주임,1906,14-1;14-2,,대구물어 단독 전거,미대조,,대구해륙물산 개칭 무렵 초빙·1년 미만 재직 후 사임,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0209,기리오카 긴조,O013,직위,발기인,설립,1905,14-1,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,경제
OH0210,나카무라 도시마쓰,O013,직위,기타,이사장,1905~,14-1,,대구물어 단독 전거,미대조,,,민회기(1903~05),1 대표직,경제
OH0211,나카무라 도시마쓰,O013,직위,발기인,설립,1905,14-1,,대구물어 단독 전거,미대조,,부산 거주,민회기(1903~05),10 발기인,경제
OH0212,도쿠라 소로쿠,O013,직위,발기인,설립,1905,14-1,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,경제
OH0213,도쿠라 소로쿠,O013,직위,지배인,지배인,1905~,14-1,,대구물어 단독 전거,미대조,,,민회기(1903~05),4 상업·경영직,경제
OH0214,오타 가쓰사부로,O013,직위,발기인,설립,1905,14-1,,대구물어 단독 전거,미대조,,삼량진 거주,민회기(1903~05),10 발기인,경제
OH0215,이노우에 쓰네나오,O013,직위,발기인,설립(이노우에 쓰네타다),1905,14-1,,대구물어 단독 전거,미대조,,구표기 적용,민회기(1903~05),10 발기인,경제
OH0216,이노우에 쓰네나오,O013,직위,이사·간사,감사 겸 회계주임,1905~,14-1,,대구물어 단독 전거,미대조,,,민회기(1903~05),3 집행간부·사무회계직,경제
OH0217,가와이 아사오,O014,소속,,특약점(조합원),1905~1909,38-1,,대구물어 단독 전거,미대조,,1909년경 특약점 명의를 우치다 로쿠로에게 양도,민회기(1903~05),,경제
OH0218,가와이 아사오,O014,직위,발기인,조합 결성 주도,1905,38-1,,대구물어 단독 전거,미대조,,와타나베와 함께 조합 조직 발의·결성,민회기(1903~05),10 발기인,경제
OH0219,와타나베 히스루,O014,소속,,설립의 사명을 띠고 도한,1905~,63-2,,대구물어 단독 전거,미대조,,직명 없는 설립 관여 서술(경계 사례),민회기(1903~05),,경제
OH0220,와타나베 히스루,O014,직위,발기인,조합 결성 주도,1905,38-1,,대구물어 단독 전거,미대조,,석유 관련 사명을 갖고 대구 진출,민회기(1903~05),10 발기인,경제
OH0221,우치다 로쿠로,O014,소속,,특약점(양수),1909~,38-1,,대구물어 단독 전거,미대조,,현재 대리점의 중견,확장기(1908~10),,경제
OH0222,가와이 아사오,O015,직위,발기인,조직 주도,1905,29-1,,대구물어 단독 전거,미대조,,1년 미만 해산,민회기(1903~05),10 발기인,경제
OH0223,곤도 렌페이,O016,소속,,출자자,1906,42-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),,경제
OH0224,오구라 다케노스케,O016,직위,기타,경영,1909,109-2,,대구물어 단독 전거,미대조,,'오구라 다케노스케 등이 경영하는 한국제연회사',확장기(1908~10),4 상업·경영직,경제
OH0225,오구라 다케노스케,O016,직위,발기인,조직(출자자 규합),1906,42-3,,대구물어 단독 전거,미대조,,곤도 렌페이 등 출자자를 모아 조직,민단 제도화기(1906~07),10 발기인,경제
OH0226,나카하라 후사이치,O017,직위,이사·간사,이사(取締役),1907~,66-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0227,모리모토 마사타로,O017,직위,지배인,지배인,1907~,66-2,,대구물어 단독 전거,미대조,,훗날 후지상회 개업,민단 제도화기(1906~07),4 상업·경영직,경제
OH0228,미와 야키치,O017,직위,이사·간사,이사(取締役),1907~,66-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0229,스다 산페이,O017,직위,기타,감사역,1907~,66-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0230,시부사와 슈조,O017,직위,이사·간사,이사(取締役),1907~,66-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0231,야마다 야헤이지,O017,직위,기타,감사역,1907~,66-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0232,이와세 시즈카,O017,직위,사장,사장이사(社長取締役),1907~,66-2,,대구물어 단독 전거,미대조,,1907-06 설립,민단 제도화기(1906~07),4 상업·경영직,경제
OH0233,후쿠치 기사쿠,O017,직위,이사·간사,상무이사,1907~,66-2,,대구물어 단독 전거,미대조,,원문 후쿠치 요시사쿠,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0234,나가에 후쿠조,O019,직위,평의원·의원,평의원,1907,53-3;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),2 의결직,경제
OH0235,나카하라 후사이치,O019,직위,회장,회장,1907,53-3;66-3;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),1 대표직,경제
OH0236,스다 산페이,O019,직위,평의원·의원,평의원,1907,53-3;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),2 의결직,경제
OH0237,야기 마쓰다로,O019,직위,평의원·의원,평의원,1907,53-3;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),2 의결직,경제
OH0238,야마다 시게루,O019,직위,평의원·의원,평의원,1907,53-3;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),2 의결직,경제
OH0239,요시다 주이치로,O019,직위,평의원·의원,평의원,1907,53-3;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),2 의결직,경제
OH0240,나카하라 후사이치,O020,직위,조합장,조합장,~1907,65-3,,대구물어 단독 전거,미대조,,1907-02 대화재로 시장 소실,민단 제도화기(1906~07),1 대표직,경제
OH0241,야마자키 도모사부로,O020,직위,기타,서기,~1907,65-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,경제
OH0242,나카무라 헤이시로,O021,직위,발기인,공동설립(연맹 조직),,37-2,,대구물어 단독 전거,미대조,,4명이 자본을 합쳐 미나카이상점 조직,,10 발기인,경제
OH0243,나카에 고로헤이,O021,직위,발기인,공동설립(연맹 조직),,37-2,,대구물어 단독 전거,미대조,,4명이 자본을 합쳐 미나카이상점 조직,,10 발기인,경제
OH0244,나카에 도미주로,O021,직위,발기인,공동설립(연맹 조직),,37-2,,대구물어 단독 전거,미대조,,4명이 자본을 합쳐 미나카이상점 조직,,10 발기인,경제
OH0245,오쿠이 와헤이,O021,직위,발기인,공동설립(연맹 조직),,37-2,,대구물어 단독 전거,미대조,,4명이 자본을 합쳐 미나카이상점 조직,,10 발기인,경제
OH0246,가미모리 겐자부로,O022,직위,발기인,합자조직 개업,1904,43-2,,대구물어 단독 전거,미대조,,"1904-09 개업, 오래가지 못함",민회기(1903~05),10 발기인,경제
OH0247,나카이데 세이타로,O022,직위,발기인,합자조직 개업,1904,43-2,,대구물어 단독 전거,미대조,,"1904-09 개업, 오래가지 못함",민회기(1903~05),10 발기인,경제
OH0248,스즈키 젠시치,O022,직위,발기인,합자조직 개업,1904,43-2,,대구물어 단독 전거,미대조,,"1904-09 개업, 오래가지 못함",민회기(1903~05),10 발기인,경제
OH0249,야기 마쓰다로,O023,직위,기타,설립·경영,1905~1907,36-2,,대구물어 단독 전거,미대조,,서상돈 설득해 설립; 1907년 가을 실패 후 경성행; 원문표기 야기 마쓰타로,민회기(1903~05),4 상업·경영직,경제
OH0250,야기 마쓰다로,O023,직위,사장,부식원 경영,1905~,65-5,,대구물어 단독 전거,미대조,,1905-08 대규모 농원 착수;원문 야기 마쓰타로,민회기(1903~05),4 상업·경영직,경제
OH0251,요시무라 가쓰타로,O023,소속,,사무원,,36-2,,대구물어 단독 전거,미대조,,,,,경제
OH0252,후루쇼 모토사네,O024,직위,발기인,설립,,42-3,,대구물어 단독 전거,미대조,,구마모토현 정객,,10 발기인,경제
OH0253,서상돈,O025,소속,,후원자,,42-3,,대구물어 단독 전거,미대조,,설립 후원,,,경제
OH0254,시노하라 이마시로,O025,직위,발기인,설립,,42-3,,대구물어 단독 전거,미대조,,서상돈 후원; 이종국과 공동경영,,10 발기인,경제
OH0255,이종국,O025,직위,기타,공동경영,,42-3,,대구물어 단독 전거,미대조,,,,4 상업·경영직,경제
OH0256,서상돈,O027,소속,,조합원,,79-5,,대구물어 단독 전거,미대조,,익명조합 결성 참여,,,경제
OH0257,이와세 시즈카,O027,직위,기타,대표자,,79-5,,대구물어 단독 전거,미대조,,익명조합 대표 — 백동화 20만원 무이자 대부,,1 대표직,경제
OH0258,정재학,O027,소속,,조합원,,79-5,,대구물어 단독 전거,미대조,,익명조합 결성 참여,,,경제
OH0259,정해붕,O027,소속,,조합원,,79-5,,대구물어 단독 전거,미대조,,익명조합 결성 참여,,,경제
OH0260,니시모토 민조,O028,직위,기타,회칙기초위원,1909,107-3,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,경제·공익
OH0261,마에카와 도모지,O028,직위,기타,회칙기초위원,1909,107-2,,대구물어 단독 전거,미대조,,거류민대회에서 선출·번영회 조직 제안자 | [재판정 정정 2026-07-23] 근거절 107-3→107-2(회칙기초위원 명단 위치),확장기(1908~10),6 위원직,경제·공익
OH0262,미와 조테쓰,O028,직위,기타,회칙기초위원,1909,107-3,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,경제·공익
OH0263,시라타 신스케,O028,직위,기타,회칙기초위원,1909,107-3,,대구물어 단독 전거,미대조,,번영회 조직 제안자,확장기(1908~10),6 위원직,경제·공익
OH0264,이토 기치사부로,O028,직위,기타,회칙기초위원,1909,107-3,,대구물어 단독 전거,미대조,,번영회 조직 제안자·당시 선거연령 미달,확장기(1908~10),6 위원직,경제·공익
OH0265,가와이 아사오,O030,직위,기타,후원자,1908,91-4,,대구물어 단독 전거,미확인,대구실업신문-대구신보-대구일일신문으로 이름을 바꾸어 이어짐,대구일일신문 후원자 8인 | 니시자와 후임 감독,확장기(1908~10),11 기타,언론
OH0266,노사카,O030,직위,기타,영업주임,1907~1908,91-2;91-4,,대구물어 단독 전거,미확인,,오키타 퇴거 후 영업·경리 담당,민단 제도화기(1906~07),3 집행간부·사무회계직,언론
OH0267,니시자와 사토루,O030,직위,기타,신문사 감독,1908,91-4,,대구물어 단독 전거,미확인,,감독을 맡았다가 그만둠 | [재판정 부분] 원문 해당사는 개제 후 대구일일신문사 지칭 — 신문 계보 한 레코드(O030) 원칙에 따라 유지,확장기(1908~10),4 상업·경영직,언론
OH0268,마스다 도라타,O030,직위,기타,후원자,1908,91-4,,대구물어 단독 전거,미확인,,대구일일신문 후원자 8인,확장기(1908~10),11 기타,언론
OH0269,마키노 슈,O030,직위,기타,경영,~1906,51-3,『대구민단사』,보조사료 대조 확인,확인,,사카모토 준에게 경영 일임 후 퇴진,민단 제도화기(1906~07),4 상업·경영직,언론
OH0270,마키노 슈,O030,직위,발기인,창설자,1905,7-1,,대구물어 단독 전거,미확인,,시모즈 사부로와 공동 경영,민회기(1903~05),10 발기인,언론
OH0271,마키노 슈,O030,직위,사장,사주,1906~1907,70-2,,대구물어 단독 전거,미확인,,1906-11 대구일일신문 개제·경영 담당,민단 제도화기(1906~07),4 상업·경영직,언론
OH0272,무라카와 가이치,O030,직위,기자,기자,1905~,27-2,,대구물어 단독 전거,미확인,,,민회기(1903~05),5 전문직능직,언론
OH0273,미카지리 주고,O030,직위,기타,후원자,1908,91-4,,대구물어 단독 전거,미확인,,대구일일신문 후원자 8인,확장기(1908~10),11 기타,언론
OH0274,사카모토 준,O030,직위,기타,경영,1906~,51-3;70-2,『대구민단사』,보조사료 대조 확인,확인,대구일일신문 주필,경영 일임받음; 가고시마현 출신 | 4개월 만에 퇴한처분;1907-02 대구 떠남,민단 제도화기(1906~07),4 상업·경영직,언론
OH0275,사카이 만지로,O030,직위,기타,후원자,1908,91-4,,대구물어 단독 전거,미확인,,대구일일신문 후원자 8인,확장기(1908~10),11 기타,언론
OH0276,시모즈 사부로,O030,직위,발기인,창설자,1905,7-1,『대구민단사』,보조사료 대조 확인,확인,,마키노 슈와 공동 경영,민회기(1903~05),10 발기인,언론
OH0277,아카호시 조조,O030,소속,,영업부원,1905~,27-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),,언론
OH0278,아쿠타가와 다다시,O030,직위,주필,주필(노다 다다시),1905~,27-2,,대구물어 단독 전거,미확인,,병합맵 적용(노다→아쿠타가와 개명),민회기(1903~05),5 전문직능직,언론
OH0279,야스마쓰 구마키치,O030,직위,기타,후원자,1908,91-4,,대구물어 단독 전거,미확인,,대구일일신문 후원자 8인,확장기(1908~10),11 기타,언론
OH0280,오키타 스테지로,O030,직위,기타,신문사업 일체 수탁,1907~,70-2;70-3,,대구물어 단독 전거,미확인,,1907-08-21부터;'이와세 민장 가게야마 조역' 사설 집필,민단 제도화기(1906~07),4 상업·경영직,언론
OH0281,오키타 스테지로,O030,직위,사장,대구일일신문 사장,1907~1908,10-2;88-4;89-2;91-2;91-4;99-4,『대구민단사』,보조사료 대조 확인,확인,,"조선민보 전신 대구일일신문 | 1907-08부터 경영, 1908-04 퇴한 처분으로 4-30 퇴거",민단 제도화기(1906~07),4 상업·경영직,언론
OH0282,오키타 스테지로,O030,직위,주필,편집 담당,1906,70-2,,대구물어 단독 전거,미확인,,대구신보;2개월 만에 사퇴,민단 제도화기(1906~07),5 전문직능직,언론
OH0283,와타나베 히스루,O030,직위,기타,후원자,1908,91-4,,대구물어 단독 전거,미확인,,대구일일신문 후원자 8인,확장기(1908~10),11 기타,언론
OH0284,요시오카 다다이치,O030,직위,기자,기자,1908,91-4,,대구물어 단독 전거,미확인,,"호 고잔, 오키타 퇴거 후 편집 담당",확장기(1908~10),5 전문직능직,언론
OH0285,우에다 겐스케,O030,직위,기타,후원자,1908,91-4,,대구물어 단독 전거,미확인,,대구일일신문 후원자 8인,확장기(1908~10),11 기타,언론
OH0286,우에다 고쿠초,O030,직위,주필,주필,1905,27-2;28-1,,대구물어 단독 전거,미확인,,1905-09 부임·2개월 만에 이직,민회기(1903~05),5 전문직능직,언론
OH0287,하야시 진시치,O030,직위,기타,후원자,1908,91-4,,대구물어 단독 전거,미확인,,대구일일신문 후원자 8인,확장기(1908~10),11 기타,언론
OH0288,가토 이치로,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0289,가토 이치로,O031,직위,발기인,신문사 창립 계획,1908,94-2;94-4,,대구물어 단독 전거,미대조,,"대구신보 창립, 창립사무소를 오구라 활판소에 설치 | 대구신보 출자자 13인; 창립 사무 전담",확장기(1908~10),10 발기인,언론
OH0290,구로카와 엔지,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0291,구로카와 엔지,O031,직위,발기인,출자자,1908,94-4,,대구물어 단독 전거,미대조,,대구신보 출자자 13인,확장기(1908~10),10 발기인,언론
OH0292,기무라 다케타로,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0293,기무라 다케타로,O031,직위,발기인,신문사 창립 계획,1908,94-2;94-4,,대구물어 단독 전거,미대조,,"대구신보 창립, 창립사무소를 오구라 활판소에 설치 | 대구신보 출자자 13인",확장기(1908~10),10 발기인,언론
OH0294,마치다 규고,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0295,마치다 규고,O031,직위,발기인,출자자,1908,94-4,,대구물어 단독 전거,미대조,,대구신보 출자자 13인,확장기(1908~10),10 발기인,언론
OH0296,미우라 쇼이치로,O031,직위,주필,주필,1908,95-4,,대구물어 단독 전거,미대조,,"주필 예정으로 창간사무 담당, 합병 후 초빙키로",확장기(1908~10),5 전문직능직,언론
OH0297,사토 슈조,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0298,사토 슈조,O031,직위,발기인,출자자,1908,94-4,,대구물어 단독 전거,미대조,,대구신보 출자자 13인,확장기(1908~10),10 발기인,언론
OH0299,스기하라 신키치,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0300,스기하라 신키치,O031,직위,발기인,출자자,1908,94-4,,대구물어 단독 전거,미대조,,대구신보 출자자 13인,확장기(1908~10),10 발기인,언론
OH0301,시부사와 슈조,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0302,시부사와 슈조,O031,직위,발기인,출자자,1908,94-4,,대구물어 단독 전거,미대조,,대구신보 출자자 13인,확장기(1908~10),10 발기인,언론
OH0303,아오키 시게노부,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0304,아오키 시게노부,O031,직위,발기인,신문사 창립 계획,1908,94-2;94-4,,대구물어 단독 전거,미대조,,"대구신보 창립, 창립사무소를 오구라 활판소에 설치 | 대구신보 출자자 13인",확장기(1908~10),10 발기인,언론
OH0305,오구라 다케노스케,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0306,오구라 다케노스케,O031,직위,발기인,신문사 창립 계획,1908,94-2;94-4,,대구물어 단독 전거,미대조,,"대구신보 창립, 창립사무소를 오구라 활판소에 설치 | 대구신보 출자자 13인",확장기(1908~10),10 발기인,언론
OH0307,이나모토 신신,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0308,이나모토 신신,O031,직위,발기인,신문사 창립 계획,1908,94-2;94-4,,대구물어 단독 전거,미대조,,"대구신보 창립, 창립사무소를 오구라 활판소에 설치 | 대구신보 출자자 13인(원문 표기 이나모토 신진)",확장기(1908~10),10 발기인,언론
OH0309,이와세 시즈카,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0310,이와세 시즈카,O031,직위,발기인,출자자,1908,94-4,,대구물어 단독 전거,미대조,,대구신보 출자자 13인,확장기(1908~10),10 발기인,언론
OH0311,후지나와 분준,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,1911-08-02 가와이 아사오에게 무상 양도,시기외,,언론
OH0312,후지나와 분준,O031,직위,발기인,출자자,1908,94-4,,대구물어 단독 전거,미대조,,대구신보 출자자 13인,확장기(1908~10),10 발기인,언론
OH0313,후쿠치 기사쿠,O031,소속,,출자자(조합원),~1911,114-2,,대구물어 단독 전거,미대조,,병합맵 적용(후쿠치 요시사쿠)·1911-08-02 무상 양도,시기외,,언론
OH0314,후쿠치 기사쿠,O031,직위,발기인,출자자,1908,94-4,,대구물어 단독 전거,미대조,,대구신보 출자자 13인,확장기(1908~10),10 발기인,언론
OH0315,가와이 아사오,O032,직위,기타,신문 관여·조선민보 경영,1908~,10-2;27-3;113-3,『대구민단사』,보조사료 대조 확인,확인,,1908-10-01부터 신문 관여·조선민보는 O032 후신 | 1909-08-02 가토 이치로 주선으로 경영 일체 위임받음,확장기(1908~10),4 상업·경영직,언론
OH0316,가와이 아사오,O032,직위,사장,사장,1909~,114-1,『대구민단사』,보조사료 대조 확인,확인,,1909-08-12 사고(社告)로 이사제 폐지 후 사장 임명,확장기(1908~10),4 상업·경영직,언론
OH0317,가와이 아사오,O032,직위,이사·간사,이사,1908~1909,113-2,『대구민단사』,보조사료 대조 확인,확인,,대구일일신문사 측 추천·가토와 공동 경영,확장기(1908~10),3 집행간부·사무회계직,언론
OH0318,가토 이치로,O032,직위,이사·간사,이사,1908~1909,113-2,『대구민단사』,보조사료 대조 확인,확인,,대구신보사 측 추천·1909 초부터 경영 불응,확장기(1908~10),3 집행간부·사무회계직,언론
OH0319,고가 쇼지,O032,소속,,(채용),1908~,99-4,,대구물어 단독 전거,미대조,,"1908-12-25 채용, 직명 미명시",확장기(1908~10),,언론
OH0320,노사카,O032,직위,기타,영업,1908~,95-4;113-3,,대구물어 단독 전거,미확인,,대구신문 영업 담당; 113-3 인쇄 교섭,확장기(1908~10),4 상업·경영직,언론
OH0321,무라마쓰 스케유키,O032,직위,기타,편집,1908~,95-4,,대구물어 단독 전거,미확인,,대구신문 편집 담당,확장기(1908~10),5 전문직능직,언론
OH0322,미우라 쇼이치로,O032,직위,주필,사설 집필,1908~,95-4,,대구물어 단독 전거,미확인,,사설 집필→주필로 매핑,확장기(1908~10),5 전문직능직,언론
OH0323,야하시 요시타네,O032,직위,기타,편집국장,,77-3,,대구물어 단독 전거,미확인,,조선민보(대구신문 후신) — 집필시점(1930) 현재,,5 전문직능직,언론
OH0324,가와이 아사오,O033,직위,이사·간사,이사,1908~,95-4;99-4,,대구물어 단독 전거,미대조,,합병 후 대구일일신문사 측 추천 이사,확장기(1908~10),3 집행간부·사무회계직,언론(경영조합)
OH0325,가토 이치로,O033,직위,이사·간사,이사,1908~,95-4;99-4,,대구물어 단독 전거,미대조,,합병 후 곧 신문과 관계 끊음(99-4) | 합병 후 대구신보사 측 추천 이사,확장기(1908~10),3 집행간부·사무회계직,언론(경영조합)
OH0326,기무라 다케타로,O033,직위,기타,고문,1908~,95-4,,대구물어 단독 전거,미대조,,대구신문사조합 고문,확장기(1908~10),8 행정관직,언론(경영조합)
OH0327,사카이 만지로,O033,직위,기타,고문,1908~,95-4,,대구물어 단독 전거,미대조,,대구신문사조합 고문,확장기(1908~10),8 행정관직,언론(경영조합)
OH0328,시부사와 슈조,O033,직위,기타,회계감사원,1909,113-3,,대구물어 단독 전거,미대조,,분란 중 회계감사원 추천,확장기(1908~10),3 집행간부·사무회계직,언론(경영조합)
OH0329,오구라 다케노스케,O033,직위,기타,회계감사원,1909,113-3,,대구물어 단독 전거,미대조,,분란 중 회계감사원 추천,확장기(1908~10),3 집행간부·사무회계직,언론(경영조합)
OH0330,샤쿠오 슌조,O034,직위,기타,순간신문 조선 발행;발행(경영),1905,27-1,,대구물어 단독 전거,미대조,,1905-06경 발행·단명 | [재판정 정정] 사장 직명 원문 무 — 발행·경영 서술로 기타 처리,민회기(1903~05),4 상업·경영직,언론
OH0331,샤쿠오 슌조,O035,직위,기타,경영,,110-3,,대구물어 단독 전거,미대조,,'샤쿠오 슌조의 대구일보' 소유 표현,,4 상업·경영직,언론
OH0332,샤쿠오 슌조,O035,직위,발기인,간행 기획,1906,27-1,,대구물어 단독 전거,미대조,,제2호 사설로 발행 중지,민단 제도화기(1906~07),10 발기인,언론
OH0333,시노하라 가나메,O035,직위,기타,회계,1906,27-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,언론
OH0334,이나모토 신신,O035,소속,,입사,,110-3,,대구물어 단독 전거,미대조,,샤쿠오 슌조의 대구일보에 재직 경력,,,언론
OH0335,이나모토 신신,O035,직위,기타,경영,1906,27-1,,대구물어 단독 전거,미대조,,경영 자처·자금 모집,민단 제도화기(1906~07),4 상업·경영직,언론
OH0336,기쿠카와 게이운,O036,직위,기타,교무,~1909,30-1;71-1,『대구민단사』,보조사료 대조 확인,확인,,히자쓰키 후임으로 교무 인계,확장기(1908~10),5 전문직능직,교육
OH0337,니타니 마쓰스케,O036,소속,,경영 조력,1899~,29-2,,대구물어 단독 전거,미대조,,,시기외,,교육
OH0338,샤쿠오 슌조,O036,직위,기타,주간 겸 교두,1903,27-1;29-3,『대구민단사』,보조사료 대조 확인,확인,,교편 병행(진언종 승적),민회기(1903~05),5 전문직능직,교육
OH0339,윤필오,O036,직위,기타,교장 겸 교사,1899~,29-2;29-3;71-1,『대구민단사』,보조사료 대조 확인,확인,,경영 담당·1903 간부 명단 교장,시기외,5 전문직능직,교육
OH0340,히자쓰키 마스키치,O036,직위,기타,감독 겸 교사,1903,29-3;30-1,『대구민단사』,보조사료 대조 확인,확인,,통감부 철도관리국 근무로 학교 경영에서 물러남(대상 학교 문맥상 달성학교),민회기(1903~05),5 전문직능직,교육
OH0341,히자쓰키 마스키치,O036,직위,발기인,설립자,1899,29-2,『대구민단사』,보조사료 대조 확인,확인,,사재로 교비 제공,시기외,10 발기인,교육
OH0342,나가에 요시마사,O038,소속,,재학생,1905,30-2,,대구물어 단독 전거,미대조,,1905-10 개교 당시 재학생,민회기(1903~05),,교육
OH0343,니시야마 쓰네,O038,직위,기타,교원,1907,72-2,,대구물어 단독 전거,미확인,,,민단 제도화기(1906~07),5 전문직능직,교육
OH0344,다나카 가나메,O038,소속,,재학생,1905,30-2,,대구물어 단독 전거,미대조,,1905-10 개교 당시 재학생,민회기(1903~05),,교육
OH0345,마에다 아쓰시,O038,직위,기타,교장,1906~,30-2;53-2;71-1;72-2,『대구민단사』,보조사료 대조 확인,확인,민단사에는 '심상고등소학교'로 기재,아와타 후임; 53-2 원문표기 마에다 오쓰시 | 1907-03 신교사 이전 시점,민단 제도화기(1906~07),5 전문직능직,교육
OH0346,모리야 다쓰조,O038,직위,기타,교원,1907,72-2,,대구물어 단독 전거,미확인,,,민단 제도화기(1906~07),5 전문직능직,교육
