record_id,인물,event_id,역할,원표기,근거절,보조출전,근거수준,비고
EP0239,이와세 시즈카,E075,참석자,서정돈(徐正敦) 명의,46-1,,회고록단독,차명으로 다수 주식 소유(출자 참여·경계)
EP0240,이토 히로부미,E077,주도자,이토 공,47-2,,회고록단독,소로카쿠 초대연 주최(병합맵 경칭 지정)
EP0241,가쓰라 다로,E077,참석자,가쓰라(桂) 대장,47-2,,회고록단독,배빈 격 참석 명시
EP0242,박중양,E077,참석자,통역,47-2,,회고록단독,통역 수행·이토의 호평 서술
EP0243,야마가타 아리토모,E077,참석자,야마가타(山縣) 원수,47-2,,회고록단독,배빈 격 참석 명시
EP0244,이근호,E077,참석자,주빈 이근호 부사,47-2,,회고록단독,주빈으로 초대·감사 인사
EP0245,마에다 아쓰시,E078,대표·위원,교장 마에다 오쓰시(前田篤志),53-2,,회고록단독,완공 당시 교장
EP0246,모리나가 소이치,E078,대표·위원,실무,53-2,,회고록단독,당시 실무 담당(본문 표기 有永宗一)
EP0247,가게야마 히데키,E078,주도자,가게야마 위원장,53-2,,회고록단독,취임 즉시 소학교 건축계획 수립
EP0248,오카모토 리헤이,E078,주도자,오카모토 부이사관,53-1,,회고록단독,부이사관의 열띤 원조로 기부금 모집(경계)
EP0249,이와세 시즈카,E078,주도자,이와세 시즈카(岩瀬静),53-1;53-2,,회고록단독,850원 솔선 기부·몸소 모집 동분서주 명시
EP0250,나카기리 하루타로,E079,대표·위원,기사(技師),52-2,,회고록단독,출장소 개설 시 기사 착임
EP0251,하세가와 야소키치,E079,대표·위원,기수(技手),52-2,,회고록단독,기수 착임
EP0252,니시야마 유스케,E080,대표·위원,학감 교사,52-3,,회고록단독,학감 교사 착임 명시
EP0253,엄성구,E080,대표·위원,교장,52-3,,회고록단독,교장 착임 명시
EP0254,박중양,E081,당사자·대상,관찰사 서리 박 씨,55-2;57-1,,회고록단독,불인가 명령·비위조사 칙서의 대상
EP0255,이토 히로부미,E081,중재자,이토 공,57-1,,회고록단독,'이토 공이 나서서 무마' 명시(병합맵 경칭 지정)
EP0256,서상돈,E082,대표·위원,대구시장 추대,67-1,,회고록단독,명망가로 대구시장 추대 명시
EP0257,모쿠자키 야소하치,E083,대표·위원,서무,67-2,,회고록단독,개원 당시 직원 명단
EP0258,사토 스스무,E083,대표·위원,군의총감 사토 스스무(佐藤進) 박사,67-2,,회고록단독,낙성식에 동인회가 파견
EP0259,스즈키 하치로,E083,당사자·대상,약제사(직원),67-2,,회고록단독,개원 당시 직원 명단 | [재판정 정정] 대표·위원→당사자·대상(개원 직원 명단)
EP0260,이케가미 시로,E083,대표·위원,원장 의학사,67-2,,회고록단독,1907-03-12 착임·직원 명단
EP0261,후지나와 분준,E083,대표·위원,부원장,67-2,,회고록단독,개원 당시 직원 명단
EP0262,후쿠타케 쇼조,E083,대표·위원,의원,67-2,,회고록단독,개원 당시 직원 명단
EP0263,후지나와 분준,E083,주도자,후지나와 분준(藤縄文順),67-2,,회고록단독,동인의원 유치 주선·개업소에 문패 걸고 사무 개시
EP0264,혼다 고스케,E084,주도자,수원모범장장 혼다 고스케(本田孝介) 박사,65-5,,회고록단독,실지 시찰 결과 설치 명시
EP0265,가와이 아사오,E087,참석자,나의 첫 전화번호 115번,48-3,,회고록단독,개통 시 가입 서술
EP0266,구로카와 엔지,E087,참석자,36번 구로카와 엔지(黒川園次),48-3,,회고록단독,당시 전화번호 유지자 명단(경계)
EP0267,와카바야시 세이스케,E087,참석자,22번 와카바야시 세이스케(若林清助),48-3,,회고록단독,당시 전화번호 유지자 명단(경계)
EP0268,우치다 로쿠로,E087,참석자,32번 우치다 로쿠로(内田六郎),48-3,,회고록단독,당시 전화번호 유지자 명단(경계)
EP0269,이토 기치사부로,E087,참석자,123번 이토 기치사부로(伊藤吉三郎),48-3,,회고록단독,당시 전화번호 유지자 명단(경계)
EP0270,후지나와 분준,E087,참석자,30번 후지나와 분준(藤縄文順),48-3,,회고록단독,당시 전화번호 유지자 명단(경계)
EP0271,박중양,E088,당사자·대상,대구군수 겸 관찰사 서리,47-3;49-1,,회고록단독,이토 추천으로 임명된 당사자·1906년 7월 임관
EP0272,이토 히로부미,E088,주도자,이토 공(公),47-3,,회고록단독,'공의 추천으로 등용' 명시(병합맵 경칭 지정)
EP0273,다카시마 고하치,E089,당사자·대상,이사청 속관,51-1,,회고록단독,속관 임명 명시
EP0274,다키하라 기타로,E089,당사자·대상,이사청 속관,51-1,,회고록단독,속관 임명 명시
EP0275,오다 센,E089,당사자·대상,이사청 속관,51-1,,회고록단독,속관 임명 명시(전 진해면장)
EP0276,오카모토 리헤이,E089,당사자·대상,부이사관,51-1,,회고록단독,부이사관 임명 명시
EP0277,가게야마 히데키,E089,연설자,전 대의사 축사,51-1,,회고록단독,축사 명시
EP0278,다도코로 유키에,E089,연설자,거류민 대표 축사,51-1,,회고록단독,거류민 대표 축사 명시
EP0279,박중양,E089,연설자,대구 군수 축사 연설,51-1,,회고록단독,축사 연설 명시 — 조선인 관리
EP0280,오카모토 리헤이,E089,연설자,답사,51-1;51-2,,회고록단독,개청식 답사 명시
EP0281,오카모토 리헤이,E090,주도자,부이사관,51-2,,회고록단독,전보 수신·내빈에 공표 서술
EP0282,마키노 슈,E091,당사자·대상,,51-3,,회고록단독,경영 일임 후 퇴진(이전 당사자)
EP0283,사카모토 준,E091,당사자·대상,,51-3,,회고록단독,경영 일임받은 당사자
EP0284,가게야마 히데키,E092,대표·위원,설립위원장,53-1,,회고록단독,설립위원장 임명 명시
EP0285,도쿠라 소로쿠,E092,대표·위원,회계위원,53-1,,회고록단독,회계위원 임명 명시
EP0286,오카모토 리헤이,E092,주도자,부이사관,53-1,,회고록단독,설립위원장·회계위원 임명 주체
EP0287,가게야마 히데키,E093,대표·위원,대리민장,53-3,,회고록단독,대리민장 임명 명시
EP0288,도쿠라 소로쿠,E093,대표·위원,대리조역 겸 회계,53-3,,회고록단독,대리조역 겸 회계 임명 명시
EP0289,나카에 고로헤이,E094,주도자,,54-4;55-1,,회고록단독,비밀 계획 참여·인부 고용 실행
EP0290,박중양,E094,주도자,대구 군수 겸 관찰사 서리,47-3;55-1;55-2;3-1,,회고록단독,독단 결행·직을 걸고 철거 감행 — 조선인 관리
EP0291,사이토 요시조,E094,주도자,,54-4;55-1,,회고록단독,비밀 계획 참여·인부 고용 실행
EP0292,오카모토 리헤이,E094,참석자,조력,51-2,,회고록단독,'많은 힘을 보태주었다' 조력 서술 | [재판정 정정] 주도자→참석자(원문: 많은 힘을 보태주었다 — 조력)
EP0293,이와세 시즈카,E094,주도자,,54-4;55-1,,회고록단독,비밀 계획 참여·인부 고용 실행
EP0294,이토 모토타로,E094,주도자,명의상 작업자,54-4;55-1,,회고록단독,계획 참여·표면상 작업 명의인
EP0295,이토 모토타로,E095,당사자·대상,성벽 파괴작업 명의인,55-3,,회고록단독,청부 이관 안건의 대상
EP0296,가미모리 겐자부로,E095,대표·위원,북문 위원,55-3,,회고록단독,위원 명단 열거
EP0297,가와이 아사오,E095,대표·위원,남문 위원(나),55-3,,회고록단독,위원 명단 열거·청부안 반대 주도·퇴장 명령 대상 — 병합맵('나'=가와이)
EP0298,나카에 고로헤이,E095,대표·위원,서문 위원,55-3,,회고록단독,위원 명단 열거
EP0299,도쿠라 소로쿠,E095,대표·위원,서문 위원,55-3,,회고록단독,위원 명단 열거
EP0300,마스다 도라타,E095,대표·위원,남문 위원,55-3,,회고록단독,위원 명단 열거·청부안 반대·퇴장 명령 대상
EP0301,마치다 규고,E095,대표·위원,북문 위원,55-3,,회고록단독,위원 명단 열거
EP0302,세노 히사타로,E095,대표·위원,남문 위원,55-3,,회고록단독,위원 명단 열거·청부안 반대·퇴장 명령 대상
EP0303,오구라 다케노스케,E095,대표·위원,동문 위원,55-3,,회고록단독,위원 명단 열거
EP0304,오쿠보 다사부로,E095,대표·위원,동문 위원,55-3,,회고록단독,위원 명단 열거
EP0305,요시다 사시치,E095,대표·위원,북문 위원,55-3,,회고록단독,위원 명단 열거
EP0306,요시다 주이치로,E095,대표·위원,동문 위원,55-3,,회고록단독,위원 명단 열거
EP0307,이와세 시즈카,E095,대표·위원,서문 위원,55-3,,회고록단독,위원 명단 열거·역전 도로폭 8칸 주장
EP0308,가게야마 히데키,E095,주도자,대리민장,55-3,,회고록단독,규정 제정·위원 위촉·퇴장 명령·결의 주재
EP0309,가게야마 히데키,E096,당사자·대상,대리민장,56-2;56-3,,회고록단독,항의 방문·추궁의 대상(해명)
EP0310,이토 모토타로,E096,당사자·대상,,56-2,,회고록단독,청부 이관 완강 거부(교섭 상대)
EP0311,가와이 아사오,E096,주도자,남문위원(나),56-2,,회고록단독,가게야마 자택 방문·경과 추궁
EP0312,마스다 도라타,E096,주도자,남문위원,56-2,,회고록단독,단도직입 추궁 발언
EP0313,세노 히사타로,E096,주도자,남문위원,56-2,,회고록단독,항의 방문 3인에 포함
EP0314,사카모토 준,E097,당사자·대상,경영자,70-2,,회고록단독,당시 경영자 명시
EP0315,마키노 슈,E097,주도자,사주,70-2,,회고록단독,경영 인수·재개제 주체
EP0316,와다 유지,E098,당사자·대상,인천 관측소장 와다 박사,50-2;57-1,,회고록단독,기념비 이전 상의 상대(측후소 존치 합의)
EP0317,나카에 고로헤이,E098,주도자,,55-1,,회고록단독,극비 실행 4인
EP0318,박중양,E098,주도자,관찰사 서리,55-1;55-2;57-1,,회고록단독,철거 감행·'성벽 철거는 박중양의 영단' — 조선인 관리
EP0319,사이토 요시조,E098,주도자,,55-1,,회고록단독,극비 실행 4인
EP0320,오카모토 리헤이,E098,주도자,오카모토 부이사관,56-3,,회고록단독,부역 징발 조력
EP0321,이와세 시즈카,E098,주도자,,55-1,,회고록단독,극비 실행 4인
EP0322,이토 모토타로,E098,주도자,작업자 명의인,55-1;56-2;56-3,,회고록단독,실행 4인·파괴작업 계속 진행
EP0323,후쿠나가 도쿠지로,E098,주도자,,50-2,,회고록단독,석빙고 보존 건의·기념비 이전 주선
EP0324,이토 히로부미,E098,중재자,이토 공,57-1,,회고록단독,불인가·비위 조사 국면에서 나서 무마 — 병합맵 적용
EP0325,가미모리 겐자부로,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0326,가미야 도요나리,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0327,고미야 히코지,E099,대표·위원,임시 사무원,57-3,,회고록단독,임시 사무원 위촉
EP0328,나카에 고로헤이,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0329,나카자와 덴노스케,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0330,마스다 도라타,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0331,스기하라 신키치,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0332,쓰치야 히코타로,E099,대표·위원,창립위원·창립위원장,57-3,,회고록단독,명단 열거·호선 추대
EP0333,야스마쓰 구마키치,E099,대표·위원,창립위원,57-3,,회고록단독,명단 열거(원문 '야스마쓰 구미키치' 구표기)
EP0334,오키타 스테지로,E099,대표·위원,창립위원·임시 사무주임,57-3,,회고록단독,명단 열거·사무주임 촉탁
EP0335,와타나베 히스루,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0336,이노 히데스케,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0337,이와세 시즈카,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0338,이즈미 스에지,E099,대표·위원,창립위원,57-3,,회고록단독,창립위원 명단 열거
EP0339,오카모토 리헤이,E099,주도자,부이사관,57-3,,회고록단독,창립위원 13명 임명 주체
EP0340,이토 히로부미,E100,당사자·대상,이토 공,27-1,,회고록단독,제2호 사설의 공격 대상(발행 중지 빌미) — 병합맵 적용
EP0341,샤쿠오 슌조,E100,주도자,,27-1,,회고록단독,간행 기획 명시
EP0342,시노하라 가나메,E100,주도자,회계,27-1,,회고록단독,회계 담당 명시
EP0343,이나모토 신신,E100,주도자,경영,27-1,,회고록단독,경영 자처·자금 모집
EP0344,오카모토 리헤이,E101,당사자·대상,오카모토 부이사관,60-4,,회고록단독,인가 저지·견제 운동의 상대
EP0345,가와이 아사오,E101,주도자,나,60-4,,회고록단독,견제 운동 주체(1인칭 회고 문맥·주어 생략)
EP0346,가게야마 히데키,E102,대표·위원,부위원장,72-3,,회고록단독,부위원장 위촉 명시
EP0347,가와이 아사오,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0348,구로카와 엔지,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0349,나카에 고로헤이,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0350,나카오지 마사오,E102,대표·위원,위원장,72-3,,회고록단독,위원장 위촉 명시
EP0351,나카자와 덴노스케,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0352,도쿠라 소로쿠,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거(원문 '도구라 소로쿠')
EP0353,마스다 도라타,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0354,마에카와 도모지,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0355,마치다 규고,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0356,박중양,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거 — 조선인 관리
EP0357,사카이 만지로,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0358,스다 산페이,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0359,시모다 고키치,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0360,쓰지 소노지로,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0361,쓰치야 히코타로,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0362,오구라 다케노스케,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0363,오카모토 리헤이,E102,대표·위원,부위원장,72-3,,회고록단독,부위원장 위촉 명시
EP0364,와타나베 히스루,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0365,이노우에 다쓰지로,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0366,이와세 시즈카,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0367,이즈미 스에지,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0368,후지나와 분준,E102,대표·위원,협찬위원,72-3,,회고록단독,협찬위원 명단 열거
EP0369,가와이 아사오,E103,당사자·대상,나,82-4,,회고록단독,1906-12-27 동시 사임
EP0370,기도 다다지로,E103,당사자·대상,,82-4,,회고록단독,1907-12-16 사임
EP0371,나카에 고로헤이,E103,당사자·대상,의장,82-4,,회고록단독,1907-10-28 사임
EP0372,나카자와 덴노스케,E103,당사자·대상,,82-4,,회고록단독,1906-12-27 사임
EP0373,니시모토 민조,E103,당사자·대상,당선 불수락,82-4,,회고록단독,당선 수락 거부
EP0374,미카지리 다케사부로,E103,당사자·대상,,82-4,,회고록단독,1907-02 집안 형편 사임
EP0375,스기하라 신키치,E103,당사자·대상,,82-4,,회고록단독,1907-12-16 사임
EP0376,스다 산페이,E103,당사자·대상,,82-4,,회고록단독,1907-12-16 사임
EP0377,시모다 고키치,E103,당사자·대상,,82-4,,회고록단독,1907-12-16 사임
EP0378,이와세 시즈카,E103,당사자·대상,,82-4,,회고록단독,1906-12-27 사임
EP0379,오구라 다케노스케,E103,대표·위원,의장 당선,82-4,,회고록단독,나카에 사임 후 11-29 민회 의장선거 당선
EP0380,아오키 시게노부,E104,당사자·대상,반대 후보(낙선),57-2;58-2;59-1,,회고록단독,반대 후보 명시·낙선
EP0381,와타나베 히스루,E104,당사자·대상,반대 후보(낙선),57-2;58-2;59-1,,회고록단독,반대 후보 명시·낙선
EP0382,이노우에 다쓰지로,E104,당사자·대상,공인후보(낙선),57-2;59-1,,회고록단독,공인후보 중 유일 낙선 명시
EP0383,가와이 아사오,E104,대표·위원,반대 후보·당선,57-2;58-2;59-1,,회고록단독,반대파 유일 당선·수락
EP0384,기도 다다지로,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거
EP0385,나카에 고로헤이,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거
EP0386,나카자와 덴노스케,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거
EP0387,니시모토 민조,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거·당선 불수락
EP0388,마스다 도라타,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거(내부 교섭 없는 공인)
EP0389,미카지리 다케사부로,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거
EP0390,사카이 만지로,E104,대표·위원,후지이 만지로·당선,57-2;59-1,,회고록단독,당선자 명단 열거 — 병합맵(후지이=사카이 개명)
EP0391,스기하라 신키치,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거
EP0392,스다 산페이,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거
EP0393,시모다 고키치,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거
EP0394,이와세 시즈카,E104,대표·위원,공인후보·당선,57-2;59-1,,회고록단독,당선자 명단 열거
EP0395,가게야마 히데키,E104,주도자,대리민장,59-1,,회고록단독,선거 관리·당선 통지서 발송
EP0396,모리사키 시카마쓰,E104,주도자,참모,58-2,,회고록단독,가와이 진영 참모 명시
EP0397,미쓰하시 에이타로,E104,주도자,참모,58-2,,회고록단독,가와이 진영 참모 명시
EP0398,후쿠나가 도쿠지로,E104,주도자,참모장,58-2,,회고록단독,가와이 진영 참모장 명시
EP0399,가게야마 히데키,E105,대표·위원,민단장,59-2,,회고록단독,민장 당선
EP0400,나카에 고로헤이,E105,대표·위원,의장,59-2,,회고록단독,의장 당선(9표)
EP0401,도쿠라 소로쿠,E105,대표·위원,조역 겸 회계역,59-2,,회고록단독,조역 겸 회계역 당선
EP0402,가와이 아사오,E105,주도자,나,59-2;59-3,,회고록단독,유곽지 즉결 극력 반대·연기 관철(선정위원 거절)
EP0403,기도 다다지로,E105,주도자,기도 의원,59-3,,회고록단독,즉결론 역습 발언
EP0404,마스다 도라타,E105,주도자,마스다 의원,59-2;59-3,,회고록단독,반대 주장 지지(선정위원 거절)
EP0405,시모다 고키치,E105,주도자,시모다 의원,59-3,,회고록단독,즉결론 역습 발언
EP0406,가와이 아사오,E106,당사자·대상,,60-3,,회고록단독,결의 전 사표 제출(당선 7일 만 사임)
EP0407,나카자와 덴노스케,E106,당사자·대상,,60-3,,회고록단독,결의 전 사표 제출
EP0408,이와세 시즈카,E106,당사자·대상,,60-3,,회고록단독,결의 전 사표 제출
EP0409,가와이 아사오,E106,주도자,나,60-3,,회고록단독,결의 극력 저지·이해관계 의원 퇴장 주장
EP0410,나카자와 덴노스케,E106,중재자,,60-3,,회고록단독,별실 무마·완화책 강구
EP0411,샤쿠오 슌조,E107,참석자,,61-3,,회고록단독,휘호 비평(원문 '샤쿠오(釋尾)' — 대표표기 적용)
EP0412,와타나베 우조,E107,참석자,서예가,61-3,,회고록단독,별실 휘호 시연·응수 일화
EP0413,이와세 시즈카,E107,참석자,,61-3,,회고록단독,연회 참석·서예가 우조 소개
EP0414,가와이 아사오,E108,당사자·대상,나,62-1;62-3,,회고록단독,신발 사건 충돌·폭행당한 당사자
EP0415,이와세 시즈카,E108,당사자·대상,,62-1;62-3,,회고록단독,힐난·충돌 당사자
EP0416,나카자와 덴노스케,E108,중재자,,62-1;62-3,,회고록단독,중재로 수습 명시
EP0417,나카에 고로헤이,E108,참석자,,62-1,,회고록단독,2차 술자리 참가자 열거
EP0418,도쿠라 소로쿠,E108,참석자,,62-1,,회고록단독,2차 술자리 참가자 열거
EP0419,사이토,E108,참석자,사이토(斎藤),62-1,,회고록단독,참가자 열거 — 성만 표기·동정 불확실·신규인물후보
EP0420,박중양,E109,참석자,박 대구군수,38-1,,회고록단독,참석 명시 — 조선인 관리
EP0421,오카모토 리헤이,E109,참석자,오카모토 부이사관,38-1,,회고록단독,낙성식 참석 명시
EP0422,요시카와 가메키치,E109,참석자,주최측(부산),38-1,,회고록단독,부산에서 내참
EP0423,우치야마 요네타로,E109,참석자,주최측(부산),38-1,,회고록단독,부산에서 내참
EP0424,이나타 나카지,E109,참석자,주최측(부산),38-1,,회고록단독,부산에서 내참
EP0425,사이토 요시조,E111,대표·위원,후보,63-1;63-2,,회고록단독,추천 4인·정원 충원 서술(개별 당선 명시 없음)
EP0426,야스마쓰 구마키치,E111,대표·위원,후보,63-1,,회고록단독,추천 4인·정원 충원 서술(개별 당선 명시 없음)
EP0427,오구라 다케노스케,E111,대표·위원,후보,63-1;63-2,,회고록단독,추천 4인·정원 충원 서술(개별 당선 명시 없음)
EP0428,와타나베 히스루,E111,대표·위원,후보·당선,63-1,,회고록단독,의석 확보 명시
EP0429,가와이 아사오,E112,대표·위원,의원 당선·상치위원,64-1,,회고록단독,반대파 당선·상치위원 선출
EP0430,기무라 다케타로,E112,대표·위원,의원 당선,64-1,,회고록단독,당선자 명단 열거
EP0431,나카에 고로헤이,E112,대표·위원,의원 당선,64-1,,회고록단독,당선자 명단 열거
EP0432,나카자와 덴노스케,E112,대표·위원,선거위원·의원 당선·상치위원,64-1,,회고록단독,위원 임명·당선·상치위원 선출
EP0433,다무라 도미조,E112,대표·위원,의원 당선,64-1,,회고록단독,당선자 명단 열거
EP0434,쓰치야 히코타로,E112,대표·위원,선거위원장·특별의원,64-1,,회고록단독,선거위원장 임명·특별의원 당선
EP0435,아오키 시게노부,E112,대표·위원,의원 당선·부회장,64-1,,회고록단독,당선자 명단·부회장 선출
EP0436,야스마쓰 구마키치,E112,대표·위원,의원 당선,64-1,,회고록단독,당선자 명단 열거
EP0437,오구라 다케노스케,E112,대표·위원,선거위원,64-1,,회고록단독,선거위원 임명 명시
EP0438,오노 미네지로,E112,대표·위원,의원 당선·상치위원,64-1,,회고록단독,당선자 명단·상치위원 선출
EP0439,와카바야시 세이스케,E112,대표·위원,의원 당선·상치위원,64-1,,회고록단독,당선자 명단·상치위원 선출
EP0440,와타나베 히스루,E112,대표·위원,의원 당선,64-1,,회고록단독,당선자 명단 열거(반대파)
EP0441,이노우에 다쓰지로,E112,대표·위원,의원 당선,64-1,,회고록단독,당선자 명단 열거
EP0442,이와세 시즈카,E112,대표·위원,선거위원·의원 당선·회장,64-1,,회고록단독,위원 임명·당선·회장 선출
EP0443,이즈미 스에지,E112,대표·위원,선거위원·특별의원,64-1,,회고록단독,위원 임명·특별의원 당선
EP0444,가와이 아사오,E113,당사자·대상,가와이,64-1,,회고록단독,익명 연설자 비난 발언의 대상
EP0445,마쓰시타 나오미,E114,당사자·대상,법무보좌관,63-3;64-5,,회고록단독,착임 당사자
EP0446,하치야 겐,E116,당사자·대상,초대 소장,72-1,,회고록단독,초대 소장 근무 명시(1908-04까지)
EP0447,가와카미 쓰네오,E117,당사자·대상,재무감찰 겸 통감부 서기관,64-5,,회고록단독,환영회 대상 3인(원문 한자 川崎 혼기)
EP0448,나카오지 마사오,E117,당사자·대상,이사관,64-5,,회고록단독,환영회 대상 3인
EP0449,마쓰시타 나오미,E117,당사자·대상,법무보좌관,64-5,,회고록단독,환영회 대상 3인
EP0450,마쓰시타 나오미,E119,당사자·대상,환영 대상,63-3,,회고록단독,제1회 현인회 겸 환영회 대상
EP0451,마스다 도라타,E119,주도자,,63-3,,회고록단독,적극 주선 명시
EP0452,고미야 히코지,E122,대표·위원,서기,68-2,,회고록단독,서기 명시
EP0453,나카에 고로헤이,E122,대표·위원,간사,68-1,,회고록단독,임원 명단 열거
EP0454,니시모토 민조,E122,대표·위원,간사,68-1,,회고록단독,임원 명단 열거
EP0455,서병오,E122,대표·위원,부회장,68-1,,회고록단독,임원 명단 — 조선인 부회장
EP0456,쓰치야 히코타로,E122,대표·위원,간사,68-1,,회고록단독,임원 명단 열거
EP0457,오구라 다케노스케,E122,대표·위원,간사,68-1,,회고록단독,임원 명단 열거
EP0458,이노우에 소노스케,E122,대표·위원,사무장,68-2,,회고록단독,사무장 명시(원문 井上宗之介 — 이표기)
EP0459,이석진,E122,대표·위원,간사,68-1,,회고록단독,임원 명단 — 조선인 간사
EP0460,이와세 시즈카,E122,대표·위원,회장,68-1,,회고록단독,임원 명단 열거
EP0461,박중양,E123,당사자·대상,,71-2,,회고록단독,서리 겸직 해제·대구군수 전임 — 조선인 관리
EP0462,이충구,E123,당사자·대상,관찰사,71-2,,회고록단독,경북관찰사 부임 — 조선인 관리
EP0463,니시야마 쓰루키치,E124,대표·위원,권상장 사무원,72-1,,회고록단독,사무원 직임(통제어휘 내 근사 분류)
EP0464,나카무라 기이치,E124,주도자,경영자,64-4,,회고록단독,니시키좌 경영자 명시
EP0465,니시야마 쓰네,E125,당사자·대상,교원,72-2,,회고록단독,교직원 명단 열거
EP0466,마에다 아쓰시,E125,당사자·대상,교장,72-2,,회고록단독,이전 시점 교직원 명단 열거
EP0467,모리야 다쓰조,E125,당사자·대상,교원,72-2,,회고록단독,교직원 명단 열거
EP0468,시타가와 하루,E125,당사자·대상,교원,72-2,,회고록단독,교직원 명단 열거
EP0469,히와타시 세이에이,E125,당사자·대상,교원,72-2,,회고록단독,교직원 명단 열거
EP0478,이충구,E128,당사자·대상,관찰사,73-1,,회고록단독,취임 피로연 당사자·인사 서술
EP0479,나카오지 마사오,E128,참석자,이사관,73-1,,회고록단독,감사인사 서술(연설 명시 없어 참석자 처리)
EP0480,오카무라 마사오,E129,당사자·대상,대구역장,73-2,,회고록단독,초량 운수사무소 발령·부임 당사자
EP0481,마키노 슈,E130,당사자·대상,사주,70-2,,회고록단독,퇴거당한 신문사 사주·불화 당사자
EP0482,오구라 다케노스케,E130,당사자·대상,,70-2,,회고록단독,토지·건물 매입으로 퇴거시킨 상대방
EP0483,이와세 시즈카,E130,당사자·대상,,70-2,,회고록단독,퇴거 후 불화 상대로 명시(경계 사례)
EP0484,나카무라 헤이시로 부인,E131,당사자·대상,보모,79-3,,회고록단독,최초 보모 서술·신규인물후보(본인 성명 미상)
EP0485,나가타니 다카시,E133,당사자·대상,,73-7,,회고록단독,5월 중순 부임 당사자
EP0486,이다 아키라,E133,당사자·대상,경무고문 경시,73-7,,회고록단독,수원 전임 당사자(본문 성만 표기 '이다'=참조 귀속)
EP0487,사토 겐쇼,E135,주도자,법사,29-4,,회고록단독,이전 후 교사 신축·야학 계속 경영 서술(경계 사례)
EP0488,미와 조테쓰,E136,주도자,공로자,13-3,,회고록단독,공원 보존·미화 공로 서술(결성 행위 직접 명시 아님·경계 사례)
EP0489,야스마쓰 구마키치,E136,주도자,공로자,13-3,,회고록단독,공원 보존·미화 공적 서술(결성 행위 직접 명시 아님·경계 사례)
EP0490,이와세 시즈카,E136,주도자,공로자,13-3,,회고록단독,공원 보존·미화 공적 서술(결성 행위 직접 명시 아님·경계 사례)
EP0491,와다 유지,E137,당사자·대상,인천 관측소장·박사,50-2,,회고록단독,상의 상대·기념비 측후소 이전 합의(경계 사례)
EP0492,후쿠나가 도쿠지로,E137,주도자,,50-2,,회고록단독,석빙고 보존 건의·기념비 이전 상의 주도
EP0493,나가에 후쿠조,E138,대표·위원,평의원,53-3,,회고록단독,임원 명단 열거
